fuel_id,bucket,unit_number,txn_date,amount,fuel_type,source,evidence
2a27f7e2-d742-4ad0-aefc-94f1f06e5352,dreamline_already_stamped,T156,2026-08-06,503.67,diesel,import,fuel_card_id already stamped DREAMLINE
56627fdf-6bf6-476b-a6ee-d8b5452ac1cf,dreamline_already_stamped,T156,2026-08-07,774.55,diesel,import,fuel_card_id already stamped DREAMLINE
bfc3d945-c04d-4f6b-9fe5-5eafc4436161,dreamline_already_stamped,T164,2026-08-08,749.07,diesel,import,fuel_card_id already stamped DREAMLINE
cec8149b-77ad-41f0-a817-e115ebfd881c,dreamline_already_stamped,T175,2026-08-08,1011.53,diesel,import,fuel_card_id already stamped DREAMLINE
dbc80949-40e5-4ec5-94b1-015d0e549093,dreamline_already_stamped,T163,2026-08-08,779.13,diesel,import,fuel_card_id already stamped DREAMLINE
7c0ba203-5d6c-4e79-b971-07dc6f18c829,dreamline_already_stamped,T177,2026-08-09,1057.82,diesel,import,fuel_card_id already stamped DREAMLINE
23a1b067-65cf-4aaf-919f-ab2f5980a9b3,dreamline_already_stamped,T175,2026-08-10,600.23,diesel,import,fuel_card_id already stamped DREAMLINE
249e0d89-f88a-4613-972e-eb4ed5c7e44b,dreamline_already_stamped,T152,2026-08-10,1066.44,diesel,import,fuel_card_id already stamped DREAMLINE
64e9a841-d6dd-41dd-91f4-bd2f131cfed6,dreamline_already_stamped,T177,2026-08-10,400.34,diesel,import,fuel_card_id already stamped DREAMLINE
b50c191b-3781-43fd-a222-b1e08a047364,dreamline_already_stamped,T171,2026-08-10,962.87,diesel,import,fuel_card_id already stamped DREAMLINE
c6ff29e5-c02f-4ebd-bec0-03b04e0be798,dreamline_already_stamped,T163,2026-08-10,841.84,diesel,import,fuel_card_id already stamped DREAMLINE
7ef2aa88-fdc3-44b8-a3e3-6122e0c600ad,dreamline_already_stamped,T164,2026-08-11,747.26,diesel,import,fuel_card_id already stamped DREAMLINE
0c8e0747-931c-4d3c-bf1e-56f1e442005b,dreamline_already_stamped,T177,2026-08-11,818.99,diesel,import,fuel_card_id already stamped DREAMLINE
9fd93617-3541-40b6-af35-7d75901b4e61,dreamline_already_stamped,T175,2026-08-11,830.07,diesel,import,fuel_card_id already stamped DREAMLINE
5786c88f-925e-4a40-a2be-546a64e420a1,dreamline_already_stamped,T177,2026-08-12,1020.07,diesel,import,fuel_card_id already stamped DREAMLINE
f391970f-3b38-4642-8ae1-0465363fba5d,dreamline_already_stamped,T175,2026-08-12,549.82,diesel,import,fuel_card_id already stamped DREAMLINE
bccff265-4cfd-47e1-8c29-8b54314084c8,dreamline_already_stamped,T177,2026-08-12,800.01,diesel,import,fuel_card_id already stamped DREAMLINE
1a1058ed-b203-4ec2-901f-43cab4dbff30,dreamline_already_stamped,T164,2026-08-12,330.08,diesel,import,fuel_card_id already stamped DREAMLINE
71909b30-57ed-4f6e-8388-25911b1975bb,dreamline_already_stamped,T177,2026-08-13,1075.12,diesel,import,fuel_card_id already stamped DREAMLINE
21ed05db-80ba-4ed7-b6dd-2ba611d52adf,dreamline_already_stamped,T164,2026-08-13,280.17,diesel,import,fuel_card_id already stamped DREAMLINE
617f9cde-36dc-4814-815e-8c1a38317c48,dreamline_already_stamped,T177,2026-08-16,1030.56,diesel,import,fuel_card_id already stamped DREAMLINE
25989186-fa49-4852-84d1-0a6a19535ed5,dreamline_already_stamped,T171,2026-08-17,758.34,diesel,import,fuel_card_id already stamped DREAMLINE
0ce96d46-ca99-450a-af64-5b262f21ee18,dreamline_already_stamped,T177,2026-08-17,500.03,diesel,import,fuel_card_id already stamped DREAMLINE
3ebaba13-8d87-44f1-abb5-e3fc39f4ddcc,dreamline_already_stamped,T171,2026-08-18,390.00,diesel,import,fuel_card_id already stamped DREAMLINE
3c1c11da-0a95-4148-8fc2-625802e25f9e,dreamline_already_stamped,T152,2026-08-18,217.22,diesel,import,fuel_card_id already stamped DREAMLINE
15986ad1-1f18-482c-8605-452b8f2abdd1,dreamline_already_stamped,T170,2026-08-18,762.36,diesel,import,fuel_card_id already stamped DREAMLINE
9dc3ce7a-a44a-4132-ada0-f1d7dae8a456,dreamline_already_stamped,T171,2026-08-19,797.50,diesel,import,fuel_card_id already stamped DREAMLINE
c3862aa3-e43a-4a63-83d0-1289980d7315,dreamline_already_stamped,T170,2026-08-19,656.06,diesel,import,fuel_card_id already stamped DREAMLINE
880dd652-5f6d-4fe0-bbc9-ffadfc3d3762,dreamline_already_stamped,T175,2026-08-20,726.80,diesel,import,fuel_card_id already stamped DREAMLINE
439bde65-8c20-49f3-a250-aff58c19ff30,dreamline_already_stamped,T152,2026-08-21,830.73,diesel,import,fuel_card_id already stamped DREAMLINE
dc49d658-94e7-4725-a837-5ec105fc254e,dreamline_already_stamped,T171,2026-08-21,777.65,diesel,import,fuel_card_id already stamped DREAMLINE
b3df845f-546f-4282-a8ff-0000ee0bedbb,dreamline_already_stamped,T177,2026-08-22,1164.04,diesel,import,fuel_card_id already stamped DREAMLINE
01475fbc-05ab-497a-94dd-db4ab57296e7,dreamline_already_stamped,T175,2026-08-23,578.11,diesel,import,fuel_card_id already stamped DREAMLINE
5fe99422-f474-40bf-a5a3-1cc9d8177f20,dreamline_already_stamped,T175,2026-08-23,292.49,diesel,import,fuel_card_id already stamped DREAMLINE
ccdfda6d-33ce-4775-be6b-1d0972c1104a,dreamline_already_stamped,T171,2026-08-23,1002.85,diesel,import,fuel_card_id already stamped DREAMLINE
78983ca4-959b-4f2e-b958-dc5c6645952b,dreamline_already_stamped,T177,2026-08-24,500.52,diesel,import,fuel_card_id already stamped DREAMLINE
c320b47f-2b95-4c2a-ad24-dc6c86a05d5e,dreamline_already_stamped,T176,2026-08-25,279.45,diesel,import,fuel_card_id already stamped DREAMLINE
852fe8ea-231a-43dc-8e45-ee8f83052850,dreamline_already_stamped,T152,2026-08-25,892.33,diesel,import,fuel_card_id already stamped DREAMLINE
96a26919-868e-4bfa-adf9-a382ea81fe89,dreamline_already_stamped,T163,2026-08-25,644.05,diesel,import,fuel_card_id already stamped DREAMLINE
007b61cc-a776-4898-80f7-f7bf2d1c38b1,dreamline_already_stamped,T156,2026-08-25,503.57,diesel,import,fuel_card_id already stamped DREAMLINE
9b116130-9c6c-4c9c-bfbe-7bdb4638d983,dreamline_already_stamped,T175,2026-08-26,269.46,diesel,import,fuel_card_id already stamped DREAMLINE
432798f4-8126-4487-a92e-f1346163881a,dreamline_already_stamped,T163,2026-08-26,510.61,diesel,import,fuel_card_id already stamped DREAMLINE
947f46ef-f659-49fb-b4f3-23662f8d0b23,dreamline_already_stamped,T173,2026-08-26,559.87,diesel,import,fuel_card_id already stamped DREAMLINE
37949ab2-d23c-44c9-86d7-82834b497a2a,dreamline_already_stamped,T177,2026-08-26,225.25,diesel,import,fuel_card_id already stamped DREAMLINE
8f60cde9-9bec-4c9a-9e5b-5c8a9c7c1f1f,dreamline_already_stamped,T177,2026-08-26,873.23,diesel,import,fuel_card_id already stamped DREAMLINE
f8dbad48-2287-4db0-a0e7-56517874169a,dreamline_already_stamped,T176,2026-08-26,957.15,diesel,import,fuel_card_id already stamped DREAMLINE
63312208-53a4-4eaa-91b3-8807ab6fb0e6,dreamline_already_stamped,T173,2026-08-26,537.99,diesel,import,fuel_card_id already stamped DREAMLINE
5dc2c458-c067-4299-a7f3-e96967b27b49,dreamline_already_stamped,T164,2026-08-26,736.59,diesel,import,fuel_card_id already stamped DREAMLINE
737e377b-df73-41d8-9648-ebb9027a524a,dreamline_already_stamped,T152,2026-08-26,585.36,diesel,import,fuel_card_id already stamped DREAMLINE
7ab2e6e6-6c52-431f-a8f8-05b6fb216be4,dreamline_already_stamped,T175,2026-08-26,1021.02,diesel,import,fuel_card_id already stamped DREAMLINE
bde5d101-29d1-4f33-94ea-1df14d26712d,dreamline_already_stamped,T156,2026-08-26,268.27,diesel,import,fuel_card_id already stamped DREAMLINE
73caf437-6e58-4ee9-b6dc-4538f50c34cf,dreamline_already_stamped,T152,2026-08-26,585.36,diesel,import,fuel_card_id already stamped DREAMLINE
3a041af3-b0c6-4559-9a81-11e6cdeccf96,dreamline_already_stamped,T152,2026-08-27,1012.97,diesel,import,fuel_card_id already stamped DREAMLINE
7822d8dc-5022-4cc0-b610-e24d26d97bf5,dreamline_already_stamped,T176,2026-08-27,643.91,diesel,import,fuel_card_id already stamped DREAMLINE
2ee13d20-2117-403b-bc3a-fd941cbbb656,dreamline_already_stamped,T177,2026-08-27,855.22,diesel,import,fuel_card_id already stamped DREAMLINE
52b9b1ed-5dd6-4c31-98f3-dbd6396885fa,dreamline_already_stamped,T156,2026-08-28,570.01,diesel,import,fuel_card_id already stamped DREAMLINE
c2f6159f-0213-4baf-b537-3e7a512c6934,dreamline_already_stamped,T173,2026-08-28,921.19,diesel,import,fuel_card_id already stamped DREAMLINE
d543ba1e-3467-42c4-875c-7e8c3685a81e,dreamline_already_stamped,T156,2026-08-28,428.83,diesel,import,fuel_card_id already stamped DREAMLINE
c34a7338-2f2e-492a-9e60-61dc99150cbe,dreamline_already_stamped,T152,2026-08-28,663.27,diesel,import,fuel_card_id already stamped DREAMLINE
6aa3f92d-9406-4659-abb2-f8536a290538,dreamline_already_stamped,T156,2026-08-29,142.46,diesel,import,fuel_card_id already stamped DREAMLINE
eef9a70a-3faa-4a2b-92c4-0a14f80e5836,dreamline_already_stamped,T174,2026-08-29,520.24,diesel,import,fuel_card_id already stamped DREAMLINE
66f765d3-0cc5-4573-b6f1-5a93ce3bffff,dreamline_already_stamped,T171,2026-08-29,872.01,diesel,import,fuel_card_id already stamped DREAMLINE
6e06f69d-df66-4889-b3f1-e431b49ee336,dreamline_already_stamped,T152,2026-08-30,590.83,diesel,import,fuel_card_id already stamped DREAMLINE
f6167fd3-a3fa-4501-bef2-467b01b82ab5,dreamline_already_stamped,T170,2026-08-30,340.41,diesel,import,fuel_card_id already stamped DREAMLINE
744cc5f5-45d2-4cd7-8ce5-32cfe7f9c099,dreamline_already_stamped,T173,2026-08-30,790.00,diesel,import,fuel_card_id already stamped DREAMLINE
38626627-afa7-4967-a985-a61be49db415,dreamline_already_stamped,T174,2026-08-30,671.37,diesel,import,fuel_card_id already stamped DREAMLINE
e0c667fe-c691-42b6-8ee7-ce8273087bdb,dreamline_already_stamped,T171,2026-08-30,522.71,diesel,import,fuel_card_id already stamped DREAMLINE
011cd550-5fa8-4d4e-92fe-6145338b0185,dreamline_already_stamped,T174,2026-08-31,390.00,diesel,import,fuel_card_id already stamped DREAMLINE
21a43844-5e26-41cf-93da-90bd409192f8,dreamline_already_stamped,T176,2026-08-31,609.72,diesel,import,fuel_card_id already stamped DREAMLINE
7bb6bef1-df4e-4ca8-9c0f-8b2ba0500af5,dreamline_already_stamped,T173,2026-08-31,1031.22,diesel,import,fuel_card_id already stamped DREAMLINE
7a30a8c1-a279-42a5-b102-8c81b3858ce4,dreamline_already_stamped,T170,2026-08-31,662.18,diesel,import,fuel_card_id already stamped DREAMLINE
8089702a-640b-4a26-b233-33c65ffcd2a5,dreamline_already_stamped,T152,2026-09-01,940.27,diesel,import,fuel_card_id already stamped DREAMLINE
ae05a6d0-9d4f-4e6e-b357-02ca9318670b,dreamline_already_stamped,T168,2026-09-01,839.58,diesel,import,fuel_card_id already stamped DREAMLINE
c87868fd-fb98-42fb-a68d-7f557c77b972,dreamline_already_stamped,T176,2026-09-01,967.00,diesel,import,fuel_card_id already stamped DREAMLINE
d5e58393-93a9-4f01-b5d5-f15ad0ff7422,dreamline_already_stamped,T168,2026-09-01,305.31,diesel,import,fuel_card_id already stamped DREAMLINE
adb68510-2f03-449e-ad12-3e6392bffe50,dreamline_already_stamped,T175,2026-09-02,530.24,diesel,import,fuel_card_id already stamped DREAMLINE
806fa4bf-ab62-4bb3-a4fe-01220bbe5d1d,dreamline_already_stamped,T176,2026-09-02,485.00,diesel,import,fuel_card_id already stamped DREAMLINE
aa5f0e9c-2115-498a-b1b1-44214344ed3f,dreamline_already_stamped,T168,2026-09-02,709.62,diesel,import,fuel_card_id already stamped DREAMLINE
ea9a9061-261d-4b60-b4f8-9aa078e0b941,dreamline_already_stamped,T175,2026-09-02,339.24,diesel,import,fuel_card_id already stamped DREAMLINE
6639480e-6035-4ba3-b970-f9e48181a53c,dreamline_csv_matched,T163,2026-08-07,1093.72,diesel,import,"matched /Users/jorgemunoz/Downloads/IH35-MASTER-RECONCILIATION/04-FUEL/09-22-2026-FUEL-CARD-PROVIDER-STATEMENT-0807-0921-PARSED.csv by unit+date+amount"
e91dccc4-1487-4787-adb6-a83b12dcfc7b,dreamline_csv_matched,T156,2026-08-07,67.84,def,import,"matched /Users/jorgemunoz/Downloads/IH35-MASTER-RECONCILIATION/04-FUEL/09-22-2026-FUEL-CARD-PROVIDER-STATEMENT-0807-0921-PARSED.csv by unit+date+amount"
81bf97c8-de82-4438-b9c3-1ad0e870cf91,dreamline_csv_matched,T163,2026-08-08,38.93,def,import,"matched /Users/jorgemunoz/Downloads/IH35-MASTER-RECONCILIATION/04-FUEL/09-22-2026-FUEL-CARD-PROVIDER-STATEMENT-0807-0921-PARSED.csv by unit+date+amount"
4f43925b-faa9-4a63-bb55-29d8e3bf66f6,dreamline_csv_matched,T177,2026-08-09,34.21,def,import,"matched /Users/jorgemunoz/Downloads/IH35-MASTER-RECONCILIATION/04-FUEL/09-22-2026-FUEL-CARD-PROVIDER-STATEMENT-0807-0921-PARSED.csv by unit+date+amount"
41d98b29-b404-4e95-b4d4-a9d9d8e86dc8,dreamline_csv_matched,T176,2026-08-10,400.71,diesel,import,"matched /Users/jorgemunoz/Downloads/IH35-MASTER-RECONCILIATION/04-FUEL/09-22-2026-FUEL-CARD-PROVIDER-STATEMENT-0807-0921-PARSED.csv by unit+date+amount"
